article,derived_type,in_fg_master,in_bom_parent,in_bom_component,in_all_sku,catalog_type,catalog_entity,process_category,routing_status,is_multilevel_sfg,in_wip_set,gap_flags
PM24-Big Basket-Red Dates Pouch 500 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Barbeques Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Barbeques Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Chilli Garlic Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Chilli Garlic Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Lemon Pickle Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Lemon Pickle Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Masala Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Masala Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Mint Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Mint Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Salted Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Salted Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Tandoor Monocarton 60 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Hemp Seeds Tandoor Pouch Roll 20 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Nutri Barbites Chocolate & Oats Monocarton 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Nutri BARbites Chocolate & Oats Pouch Roll 10 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Nutri BARbites Dates & Nuts Monocarton 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Biospark Nutri BARbites Dates & Nuts Pouch Roll 10 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Black Clip 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Black Diamond /6 Dates Transparnt Top 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Black Diamond Blister 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Blue Laminate 180 mm 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Blueberries Pouch (Reliance-unbranded) 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Bopp Adhesive Tape,pm,,,,Y,pm,cfpl,,n/a,,,
"PM24-BOPP Adhesive Tape 3"" x 55 Mtr",pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Bopp Adhesive Tape 48 mm-23 Micron-Unprinted,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Bopp Adhesive Tape Printed ( 60 mm x 650 Mtr ) for machine 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Bottom Dates Plain 1 Kg,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Brown Pouch (Origin)100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Butter Paper 14970 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Buy One Get One Free Label 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cafe Coffee Day Monocarton 300gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cafe Coffee Day Nuts,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cafe Coffee Day Nuts & Seeds Snack Bar Pouch 30gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cafe Galleria Dry Fruit Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cafe Galleria Dry Fruit Pouch 500 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Caffine Rush Laminated 180 mm 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Café Galleria Milan Tub Big Set 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Café Galleria Specially Selected Dry Fruit Delux Pouch 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Café Galleria Specially Selected Dry Fruit Delux Pouch 500 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Café Galleria Specially Selected Snack Roasted Pouch 500 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-California Pistachio Roasted & Salted Monocarton (Cred) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Candor Pouch 5 Kg 4 Kg 5000 gm (D Mart),pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Candor Tape Printed 60 mm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Ajwa Dates Blister Octagon Set 400 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Ajwa Dates Label Back 400 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond 500 gm Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Choco Bite 100g (Dark Chocolate),pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Choco Bite 100g (Milk Chocolate),pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Choco Bite 100g (White Chocolate),pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Label 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Monocarton 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Pouch Roll (cred) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almond Roasted Salted Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almonds (Cred) Monocarton 1000 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almonds Independence Monocarton (Cred) 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Almonds Pouch (150mm x 230mm) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival American Pecan Nut Monocarton (Cred) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Anjeer Blister 500 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Anjeer Butterfly Blister Set 300 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Anjeer Monocarton 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Anjeer Small (Dried) (Cred) Monocarton 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Apricot Monocarton (Cred) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Apricot Monocarton 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Arabian Dates Pouch (160 x 240 mm) 350 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Barbeque (Cred) Pouch 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Barbeque Cashew Pouch 250 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Berry Barbeque Trail Mix 200G Pre Printed Pouch ( 150mm x 225mm ) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Black Raisin Seedless Indian Pouch (150mm x 230mm) 200 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Blackcurrant Monocarton 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Blue K Seal Standy Pouch (Pista Pouch) 1000 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Blue Pouch Standee Zipper Pouch-135 x 185 mm 150 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Blueberry Set 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Brazil Nuts Monocarton (Cred) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Brazil Nuts Monocarton 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Almonds Independence (Cred) Pouch 1 kg,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Pista Monocarton 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Pitted Prunes 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Roasted & Salted Pistachio With Barcode 250/200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Roasted & Salted Pistachio Without Barcode 250/200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival California Walnut Kernel (Cred) Monocarton 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashew (W320) (Cred) Monocarton 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashew 320 Pouch 1 kg,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashew 400 Monocarton (Cred) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashew Kani + Tukda Pouch 500 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashew Roasted Salted Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashewnut Monocarton 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cashewnut Pouch (150mm x 230mm) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Chatpata Black Raisin 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Chatpata Black Raisin Composite Tin With Tin Lid (74mmx130mm) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Chatpata Cranberry Composite Tin With Tin Lid (74mmx130mm) 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cheese Cashew Pouch 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cheese Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cheese Makhana Label 55 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Chia Seeds 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Choco Almond Delight Monocartons 50 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Classic 100 gm Roll,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Classic Anjeer Blister (Small) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Classic Printed Laminated Silver Pouch (115mm x 230mm) 500 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Classic  Printed Laminated  Silver Pouch-80 x 200mm 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival coated Seeds Pouch 10 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cocktail Mix 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cranberry slice 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cranberry Standy Pouch (115x160mm+60) 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Cranberry Whole 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Crunchy Caramel Trail Mix Pre Printed Pouch 200G ( 150mm x 225mm ) 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Dates Bite Composite Tin With Tin Lid (127mmx160mm) Cred 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Delux Blue Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Dried Blueberry 100G Standup Pouch 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Dried Blueberry 100G Standup Pouch Old 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Dried Blueberry Whole Pouch 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Dried Cranberry Slice,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Everyday Cashew Pouch 1 kg,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Flavoured Makgana Fox Nut Sample Pouch 10gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Flax Seeds Roasted 100 Gm 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green Chilli Cashew Pouch 30 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green K Seal Standy Pouch (Pista Pouch) 1000 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green Pouch Standee Zipper Pouch-135 x 185 mm 150 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green Raisin 250 Gm-Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green Raisin Pouch 1000 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Green Raisins 1Kg,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Grey Generic 1 Kg Pouch-Lpp Generic Standup Pouch 1 Kg (210x265mm) Grey 1000 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Hazelnut Classic (Cred)Monocarton 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Hazelnut Monocarton 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Himalayan Salt & Pepper Pistachios Pouch Roll,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Himalayan Salt & Pepper Pistachios Standy Zipper Pouch,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Black Raisin Monocarton 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Black Raisin Seedless Monocarton (Cred) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Green Raisin (Cred) 1000 gm Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Green Raisin Pouch 900 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Green Raisins (Cred) 250 gm Monocarton,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Raisins Green 200 gm Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Indian Seedless Black Raisin Pouch (150mm x 230mm) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Irani Roasted & Salted Pistachio Box Pouch With Zipper 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar .05 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Blister 0.05 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Blister 1 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Dabbi 0.05 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Dabbi 1 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Monocarton 2 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Kashmir Kesar Monocarton 5 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Khalas (Cred) Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Makhana Label Barbeque 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Makhana Rejected Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Mamra Almond Monocarton Red (Cred) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Maroon Standee Zipper Pouch-135 x 185 mm 150 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Mocha Mojo Trail Mix Pre Printed Pouch 200G ( 150mm x 225mm ) 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Mocho Moja Trail Mix Pouch 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Monocarton 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Omani Dates (Cred) 200 gm Monocarton,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Orange Pouch Standee Zipper Pouch-135 x 185 mm 150 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Paan Cranberry Pouch Roll 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pan Cranberry Roll Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pan Raisins Roll,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pan Raisins Roll Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pecanuts Monocarton (Cred) 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pepper Cashew Pouch 250 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pepper Cashew Pouch Roll 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pepper Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Peri Peri Cashew Pouch 250 gm Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Peri Peri Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pet Label (230x60mm) 230/250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pista Kernals 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pitted Prunes Set 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Popcorn Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Popcorn Makhana Label 55 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Premium Mamra 250 gm Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Printed Laminated Premium Gold Pouch (115mm x 230mm) 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Printed Laminated Premium Gold Pouch 80 x 200 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Printed(red) Transparent Pouch 100 gm old,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pudina Almond Pouch 250 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pudina Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pudina Makhana Label 55 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Puffed Snack Sample Pouch 10 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Pumpkin Seeds 100Gm 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Roasted Salted Macadamia Monocarton 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Roasted Salted Pista Pouch 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Roasted Salted Pistachio 100 gm Monocarton,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Roasted Salted Pistachio 250 gm Monocarton,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Rose Gold Standee Zipper Pouch-135 x 185 mm 150 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Running Almonds (Cred) 200 gm Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Seedless Black Raisin Pouch (150mm x 230mm) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Seedless Dates 350 gm Label,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Seeds Pouch 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Shubkamnaye 2P Box Set,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Silver Classic Pouch  100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Smoked Almonds Label 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Smoked Almonds Pouch 250 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Spanish Tomato Flavour Pouch Roll 30 gm Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Sunflower Seed 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Sweet Pop Makhana Label 125 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Thandai Mix 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Thandai Monocarton,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival Walnut Regular Monocarton (Cred) 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival Walnuts Preimum Monocarton 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carnival White Round Tub Label 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival-Green-StandyZipper Pouch-120×170 mm-Masala Masti Seed Mix7in1,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival-Pink-StandyZipper Pouch-120×170 mm-Masala Masti Cranberry,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival-Standy Zipper Pouch-120×170 mm-Black Pepper Cashew,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival-Standy Zipper Pouch-120×170 mm-Roasted Salted Almond,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carnival-Standy Zipper Pouch-120×170 mm-Roasted Salted Cashew,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Carton D Mart  Royal Traditions Mahotsav 500g x 10,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carton D Mart  Royal Traditions Shubhkamna 300g x 14,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carton D Mart  Royal Traditions Tyohar 400g x 14,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Carton D Mart  Royal Traditions Utsav 300g x 14,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cbr-Pharma-For Kracknut 50 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chatpata Chaat 540mmx160mm 200 gm Pouch Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cheesy Mast 540mmx160mm 200 gm Pouch Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chef Pick 500 gm Roll,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Chef Pick Gold n White Generic Pouch roll 375 mm 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chile Walnuts (4P) (Cred) 200 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chilgoza Giri Pine Nut Kernel 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Choco Almond Protein 10 Grm On The Run Choco Almond Protein Bar Printed Laminated Pouch Roll-10 Gm (105 mm x 190 mm) 40 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Choco Berry Bite Monocarton 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chocolate Coated Date Blister,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Chocolate Protein Bar 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cic-Pharma-For Kracknut 50 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cilicant Pouch Moisture Absorber 2G 2 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cococart Masala Masti Trial Mix Pouch Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Almond And Coffee Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Almond And Orange Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Almond Cranberry Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Fruit And Nut Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Raspberry Almond Digital,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cococart-Rose And Pista Digital,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Coffee Bite 30 gm,pm,,,,Y,pm,cfpl,,n/a,,,
"PM24-Cold Transfer Security Hologram 20mmx30mm,24Ups Rectangle Sha Azmah 500 gm",pm,,,,Y,pm,cfpl,,n/a,,,
"PM24-Cold Transfer Security Hologram 20mmx30mm,24Ups Rectangle Sha Dilkash 500 gm",pm,,,,Y,pm,cfpl,,n/a,,,
"PM24-Cold Transfer Security Hologram 20mmx30mm,35Ups-King Solomon Original 500 gm",pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Combo Pack 1000 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Composite Tin 99 mm(Dia)*180 mm(H) White-Sample 85 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Composite Tin With Tin Lid 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Corrugated Box-1Kg Bottom Plain 3Ply,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Courier Bags 8x10 No Pod 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cranberries Pouch (Reliance-no brand) 100 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cranberries Pouch (Reliance-unbranded) 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cranberry Label 100 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cranberry Set Label 250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Cranberry Set Label 250 gm Carnival,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Cred/HOH Fard Dates Label 1kg,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Crunchy Granola Iron Rich Kakvi (Standy Pouch) 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate Ajwa Top 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate Anjeer Jumbo Label 250 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate Anjeer Label  250 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Curate Anjeer Monocarton 200 gm,pm,,,Y,Y,pm,cfpl,,n/a,,,
PM24-Curate Apricot Jardalu Label 550 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate Assorted Top 500G 500 gm,pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate BOPP Adhesive Tape (60mm x 65 mt),pm,,,,Y,pm,cfpl,,n/a,,,
PM24-Curate Cashew 250 gm Label,pm,,,Y,Y,pm,cfpl,,n/a,,,
