article,entity,raw_process_category,cycle_archetype,stage_seq,stage_bucket,stage_label,create_wip_operation,input_code,input_kind,output_code,output_kind
Solimo Cashew 250g (B01LPY9PHI)-FBA,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Cashew 500g (B01LPY9UG4) FBA,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Dates 500g (B085NTZMVR),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Fard Dates 500gm (B0CZ9MC4B3),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Figs 500g (B084429DVD) FBA,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Preimum Almonds 1kg (B01LPY9P2I) - FBA,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Almonds 250g ( B01LPY9XY8 ),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Dried Apricots 500g 9B07PZWP8Z1,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Hazelnuts 250g (B07MLDJKTP) FBA,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Macadamia Nuts 250g (B07MLD6WFQ),cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0292,SFG
Solimo Premium Macadamia Nuts 250g (B07MLD6WFQ),cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0292,SFG,FG,FG
"Solimo Premium Pecan Nuts, 250g (B07MF7K9HD)",cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
"Solimo Premium Pine Nuts, 250g (B07MF7FRRG)",cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Pista Kernels - Plain 250g (B07Q1Z293G),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Raisin 250g (B01LPYAB9O),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
"Solimo Premium Raisins, 500 g (B07RJXW87Z)",cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Walnut Kernal 250g (B0754LKDJ4),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Walnut Kernels - Broken 500g B07LF8HCLL,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0333,SFG,FG,FG
Solimo Premium Walnut Kernels 500g (B07LFH2JNR),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Premium Walnut Kernels 500g (Pack of 2) B07LF8HGDB,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Solimo Walnut Kernels – Broken 500g (Pack of 2) B07LFJZR4G,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0333,SFG,FG,FG
Sour & Cream Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0293,SFG
Sour & Cream Cashew Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,A: WIP producer (bulk),2,Final FG,Packing,,SFG0293,SFG,FG,FG
Stuffed Dates 1kg,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0294,SFG
Stuffed Dates 1kg,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0294,SFG,FG,FG
Stuffed Medjoul Large Pc,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0295,SFG
Stuffed Medjoul Large Pc,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0295,SFG,FG,FG
Stuffed Medjoul Large Pc with Almond,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0296,SFG
Stuffed Medjoul Large Pc with Almond,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0296,SFG,FG,FG
Stuffed Medjoul Large Pc with Dried Pomelo,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0297,SFG
Stuffed Medjoul Large Pc with Dried Pomelo,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0297,SFG,FG,FG
Stuffed Medjoul Large Pc with Hazel Nut,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0298,SFG
Stuffed Medjoul Large Pc with Hazel Nut,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0298,SFG,FG,FG
Stuffed Medjoul Large Pc with Macadamia,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0299,SFG
Stuffed Medjoul Large Pc with Macadamia,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0299,SFG,FG,FG
Stuffed Medjoul Large Pc with Orange Peel,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0300,SFG
Stuffed Medjoul Large Pc with Orange Peel,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0300,SFG,FG,FG
Stuffed Medjoul Large Pc with Pecan Nut,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0301,SFG
Stuffed Medjoul Large Pc with Pecan Nut,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0301,SFG,FG,FG
Stuffed Medjoul Large Pc with Pista,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing,De-Seeding + Stuffing,RM,RM,SFG0302,SFG
Stuffed Medjoul Large Pc with Pista,cfpl,De-seeding + Stuffing + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0302,SFG,FG,FG
Sunflower Seed 100g (B07GR6G24J) FBA,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0303,SFG
Sunflower Seed 100g (B07GR6G24J) FBA,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0303,SFG,FG,FG
Sunflower Seeds 200g (B07GQNLN8S) FBA,cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Sunflower Seeds Roasted,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0304,SFG
Sunflower Seeds Roasted,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0304,SFG,FG,FG
Sunflower Seeds Roasted and Salted,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0305,SFG
Sunflower Seeds Roasted and Salted,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0305,SFG,FG,FG
Tasties Brazil Nut - Gems Of South Africa 50 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Chilli Almonds - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0341,SFG,FG,FG
Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0342,SFG,FG,FG
"Tasties Coated Peanuts - Pudina Patakha, Flavourful & Crispy 25 g",cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0334,SFG,FG,FG
"Tasties Coated Peanuts - Tandoori Masala, Flavourful & Crispy 25 g",cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0306,SFG
"Tasties Coated Peanuts - Tandoori Masala, Flavourful & Crispy 25 g",cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0306,SFG,FG,FG
"Tasties Coated Peanuts - Thai Spice, Flavourful & Crispy 25 g",cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0307,SFG
"Tasties Coated Peanuts - Thai Spice, Flavourful & Crispy 25 g",cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0307,SFG,FG,FG
Tasties Hazelnut - A Turkish Indulgence 50 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0177,SFG,FG,FG
Tasties Macadamia Nuts - From South Africa 50 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Pecan Nuts - Iconic American Nut 50 g,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0235,SFG,FG,FG
Tasties Pink Salted Pistachio - Flavourful & Crunchy 75 g,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Roasted Almonds With Pink Salt - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0237,SFG,FG,FG
Tasties Smoked Almonds - Flavourful & Crunchy 75 g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0284,SFG,FG,FG
Tasties Trail Mix - Mixed Berries 75 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Trail Mix - Mixed Dry Fruits 75 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Tasties Trail Mix - Wholesome Nut Mix 75 g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Trail Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0308,SFG
Trail Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0308,SFG,FG,FG
Trail Mix - Every Health,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0309,SFG
Trail Mix - Every Health,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0309,SFG,FG,FG
Trail Mix Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0308,SFG
Trail Mix Bulk,cfpl,Flavouring + Roasting +Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0308,SFG,FG,FG
Turkey Apricot No 1,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Urban Platter Almond Blueberry Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0310,SFG
Urban Platter Almond Blueberry Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0310,SFG,FG,FG
Urban Platter Chocolate Vanilla Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0311,SFG
Urban Platter Chocolate Vanilla Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0311,SFG,FG,FG
Urban Platter Cranberry Orange Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0312,SFG
Urban Platter Cranberry Orange Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0312,SFG,FG,FG
Urban Platter Mocha Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0313,SFG
Urban Platter Mocha Bar 45g,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0313,SFG,FG,FG
Urban Platter Panchmewa,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Almonds 100g (B07GQZ7ZTZ) FBA,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0343,SFG,FG,FG
Vedaka Almonds 1kg (B07GQNM6N2),cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0343,SFG,FG,FG
Vedaka Almonds 500g (B07GQNQNJG),cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0343,SFG,FG,FG
"Vedaka Almonds, Raisins, Cashews, and Pista (4 X 200 gm)B0BVVV1SMF",cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Black Raisins - 500g (B0D9P37XTT),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Black pepper Cashew 200g (B0BTHWW69R),cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0024,SFG,FG,FG
Vedaka Broken Cashew 1kg (B0D9NZYHDC),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,Blanch & Slice,RM,RM,SFG0314,SFG
Vedaka Broken Cashew 1kg (B0D9NZYHDC),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0314,SFG,FG,FG
Vedaka Cashew 200g (B07GQZSS48),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Cashews - Broken 500g (B0D9NYHTG1),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,Blanch & Slice,RM,RM,SFG0315,SFG
Vedaka Cashews - Broken 500g (B0D9NYHTG1),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0315,SFG,FG,FG
Vedaka Dried Figs - 250g (B0D9NZ5GFV),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Dry Dates powder 250gm (B0DRDCLY1Q),cfpl,Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Dry Dates powder 500g (B0DRD9F8G2),cfpl,Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Dry Fruit Combo - Almonds and Cashews (2 X 200 gm) (B0BVVRS2N7),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Dry Fruit Combo - Almonds and Raisins (2 X 200 gm) (B0BTHYWT53),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Dry Fruit Combo - Raisins and Cashews (2 X 200 gm) (B0BVVVGN99),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Fard Dates (Omani) - (500gm x 2) (B0D9NZY7RK),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Fresh Dates 500g (102219254),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Fresh Dates 500gm (Pack of 2) [B0D9P11T76],cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0316,SFG
Vedaka Healthy Seed Mix 200gm(B0B69L57PV),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0316,SFG,FG,FG
Vedaka Peri Peri Cashew 200g (B0BVVRRYVC),cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0235,SFG,FG,FG
Vedaka Popular Cashew Broken 100g FBA(B07GR3S1RL),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,Blanch & Slice,RM,RM,SFG0317,SFG
Vedaka Popular Cashew Broken 100g FBA(B07GR3S1RL),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0317,SFG,FG,FG
Vedaka Popular Cashew Broken 200g FBA(B07GQWS1BS),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,Blanch & Slice,RM,RM,SFG0317,SFG
Vedaka Popular Cashew Broken 200g FBA(B07GQWS1BS),cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0317,SFG,FG,FG
"Vedaka Popular Raisins, 1 kg (B07GR82XJR)",cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
"Vedaka Popular Raisins, 100 g (B07GRBFFMS)",cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Black Raisins 100g B07GQVNVV8,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Black Raisins 200g (B07GR346FX),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Blueberries 1kg (B07GR82XK8),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Blueberries 200g (B07GQWST7K),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Dry Fruits Combo 1000 gm Gift Box ( B0BBDP8GR2 ),cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Flavored Dry Fruits 500 gm Gift Box (B0CGVC7DF2),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0318,SFG
Vedaka Premium Flavored Dry Fruits 500 gm Gift Box (B0CGVC7DF2),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0318,SFG,FG,FG
Vedaka Premium Inshell Walnuts 500g (Pack of 2)B07MSXKDNQ,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Inshell Walnuts 500g(B07LFJZR46),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Roasted and Salted Almonds 200g B07GR346FM,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Roasted and Salted Almonds100g B07GQQJP1N,cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Sunflower Seeds 500g (B07GR2G67L),cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0319,SFG
Vedaka Premium Sunflower Seeds 500g (B07GR2G67L),cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0319,SFG,FG,FG
Vedaka Premium Whole Cranberries 100g B07GR24VMV,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Whole Cranberries 1kg (B07GR8351K),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Whole Cranberries 200g (B07GR2G678),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Premium Whole Cranberries 500g (B07GQS1669),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Raw Flaxseed 1kg (B0D9NZS3JT),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Roasted and Salted California Pistachios 500g (B0D9NY8F36),cfpl,Flavouring + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Salted Peanuts - 200g (B0CZ9GZ9F2),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0320,SFG
Vedaka Salted Peanuts - 200g (B0CZ9GZ9F2),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0320,SFG,FG,FG
Vedaka Salted Peanuts 200 gm (102219262),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0320,SFG
Vedaka Salted Peanuts 200 gm (102219262),cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0320,SFG,FG,FG
Vedaka Turkish Dried Apricots (500gm x 2) (B0D9P1DS9Q),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Whole California Pista Kernels 500gm [B0D9NY1V9X],cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Vedaka Whole Cashews (Grade W320) 1kg (B0D9NY9M32),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Walnut Flavoured Salt & Pepper (Quarters) Loose,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0321,SFG
Walnut Flavoured Salt & Pepper (Quarters) Loose,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0321,SFG,FG,FG
Walnut Tukda,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Wasabi Makhana,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Watermelon Seeds Roasted,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0322,SFG
Watermelon Seeds Roasted,cfpl,Sorting + Roasting (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0322,SFG,FG,FG
Wheat Starch - TPL,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
White Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0323,SFG
White Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0323,SFG,FG,FG
Wholesome Millet LadduBar Pack of 6,cfpl,Sorting + Blending + Bar Forming + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Wholesome millet laddu bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0324,SFG
Wholesome millet laddu bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0324,SFG,FG,FG
YUMASANA CASHEWS- BARBEQUE 150g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0019,SFG,FG,FG
YUMASANA CASHEWS- PEPPER 150g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0024,SFG,FG,FG
YUMASANA CASHEWS- SALTED 150g,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0262,SFG,FG,FG
